id,orbit_id,orbit_determination_date,orbit_uncertainty,minimum_orbit_intersection,jupiter_tisserand_invariant,epoch_osculation,eccentricity,semi_major_axis,inclination,ascending_node_longitude,orbital_period,perihelion_distance,perihelion_argument,aphelion_distance,perihelion_time,mean_anomaly,mean_motion,equinox,asteroid_near_earth_object_neo_reference_id,created_at,updated_at
16,39,2017-04-06 09:20:54,0,0.156372,3.826,2458000.5,0.3899960612074325,1.922324647969829,0.3191740553337366,183.0177670172889,973.5057669889867,1.172625606899632,107.3623666414743,2.672023689040027,2458237.091243562142,272.5091493337454,0.3697975011626949,J2000,2431394,2017-07-29 19:26:23.822993,2017-07-29 19:26:23.822993
17,21,2017-04-12 06:15:44,1,0.563372,3.545,2458000.5,0.3709454771832371,2.003811325212398,34.65565428966807,48.82587683086223,1036.057042449061,1.26050657699631,91.41726893886667,2.747116073428486,2458043.469593397698,345.0693031470498,0.3474712156282649,J2000,2435730,2017-07-29 19:26:23.841912,2017-07-29 19:26:23.841912
18,24,2017-04-06 09:20:08,1,0.0148586,3.715,2458000.5,0.49508511701562,1.840359699986773,30.80651813587574,28.18472508036083,911.9110929287807,0.9292250025679901,222.9210484296119,2.751494397405555,2457975.688270555248,9.79505860754807,0.3947753271032043,J2000,2451297,2017-07-29 19:26:23.85854,2017-07-29 19:26:23.85854
19,42,2017-04-06 09:20:07,0,0.584394,3.6,2458000.5,0.3177759552910391,1.867173549488825,44.26721036361658,241.2568788853779,931.9131856580047,1.273830691105854,270.1825323453298,2.460516407871797,2458381.625877025984,212.7702817806183,0.3863020778548287,J2000,2452307,2017-07-29 19:26:23.872385,2017-07-29 19:26:23.872385
20,33,2017-04-06 09:20:05,0,0.516112,3.089,2458000.5,0.5121616086785697,2.631687659396925,24.49784156168383,234.3260917008125,1559.372757728991,1.283838274220656,259.9387020648878,3.979537044573193,2457392.950469043294,140.2601334801734,0.2308620554102086,J2000,2452421,2017-07-29 19:26:23.886191,2017-07-29 19:26:23.886191
21,31,2017-04-06 09:20:04,0,0.50505,3.092,2458000.5,0.5073444275910929,2.553230564934582,29.22052374987857,67.01664876194894,1490.161981388473,1.257863265459764,283.2838076580093,3.848597864409401,2457297.526721992416,169.8274303354119,0.2415844750411404,J2000,2453100,2017-07-29 19:26:23.956572,2017-07-29 19:26:23.956572
22,27,2017-06-25 06:19:18,0,0.285552,4.01,2458000.5,0.2910762428552814,1.75895702359585,19.04449550787612,109.7683141122759,852.0817618058749,1.246966421823661,332.1813729452376,2.270947625368039,2458248.338718270602,255.2894633159114,0.4224946667524341,J2000,2454266,2017-07-29 19:26:23.974945,2017-07-29 19:26:23.974945
23,12,2017-04-06 09:18:28,9,0.023863,3.174,2444221.5,0.7084572219505028,2.228139446564493,24.73433191482803,86.05548731492976,1214.820124987756,0.6495979641330815,75.57980383566122,3.806680928995904,2444267.666752772366,346.3189367247112,0.2963401680587308,J2000,3012393,2017-07-29 19:26:24.000455,2017-07-29 19:26:24.000455
24,12,2017-04-06 09:18:26,9,0.0219335,4.015,2448191.5,0.5280628858670434,1.709865162751567,3.684232740279844,8.467996167120713,816.6598842701781,0.8069488304654528,97.00218625387181,2.612781495037682,2448245.220949104797,336.3187318855389,0.440819987529717,J2000,3092102,2017-07-29 19:26:24.026429,2017-07-29 19:26:24.026429
25,11,2016-02-01 10:37:18,9,0.000342446,3.337,2448274.5,0.6730255157297486,2.187712559985852,1.937552515200838,118.8801070986714,1181.908394160956,0.7153261860329255,70.68682053485537,3.660098933938779,2448317.758419517091,346.8238256847239,0.3045921340253838,J2000,3092104,2017-07-29 19:26:24.06227,2017-07-29 19:26:24.06227
26,15,2017-04-06 09:18:25,8,0.0442511,4.689,2448388.5,0.2609650565290499,1.405706233823012,10.1443441689445,60.22692493401991,608.7518345776285,1.038866027050152,206.9996952548825,1.772546440595873,2448423.542912177525,339.2765332811489,0.5913739878086438,J2000,3092105,2017-07-29 19:26:24.108811,2017-07-29 19:26:24.108811
27,13,2017-04-06 09:18:25,8,0.030637,5.272,2448537.5,0.1609747666516189,1.194022575613512,14.78793857844062,192.5202855210808,476.559612667058,1.001815070127362,217.6915678764581,1.386230081099662,2448571.691237315826,334.171446537798,0.7554144128690762,J2000,3092106,2017-07-29 19:26:24.179146,2017-07-29 19:26:24.179146
28,9,2017-04-06 09:18:24,9,0.00447171,4.638,2448536.5,0.3344269129372572,1.420735843426077,7.733662207388833,193.5510765489436,618.5409155569113,0.9456035412097838,220.621271570458,1.895868145642371,2448570.923866094022,339.9647986379525,0.5820148529315468,J2000,3092107,2017-07-29 19:26:24.236816,2017-07-29 19:26:24.236816
29,12,2017-04-06 09:18:24,8,0.00721721,4.592,2448565.5,0.3571435574483908,1.438917566222381,6.60387722952647,37.65237762911474,630.4523945338517,0.9250174277467393,313.3299275494717,1.952817704698022,2448522.972498523247,24.28399140739408,0.571018530695215,J2000,3003148,2017-07-29 19:26:24.277422,2017-07-29 19:26:24.277422
30,12,2017-04-06 09:18:23,9,0.047372,3.378,2448597.5,0.5678585855138963,2.26641541405382,5.248037986499639,77.2426948442412,1246.257255324879,0.9794119628423262,308.4176762036574,3.553418865265314,2448556.096792745014,11.95993407308945,0.2888649181072602,J2000,3092109,2017-07-29 19:26:24.313958,2017-07-29 19:26:24.313958
31,13,2017-04-06 09:18:23,8,0.0378716,5.333,2448680.5,0.1741935581745358,1.158570023434672,24.99112996038586,337.9977344453335,455.4931583138008,0.9567545886582309,121.4697767329329,1.360385458211112,2448625.08462570135,43.79766058696816,0.7903521566222667,J2000,3092111,2017-07-29 19:26:24.34759,2017-07-29 19:26:24.34759
32,12,2017-04-06 09:18:22,9,0.0235471,5.299,2448983.5,0.1365366057199912,1.165079899568942,27.32843715196251,274.3533024471308,459.337594182151,1.00600384468921,172.3799277729603,1.324155954448673,2448976.085511568218,5.811011049931696,0.7837372872581414,J2000,3092112,2017-07-29 19:26:24.370764,2017-07-29 19:26:24.370764
33,12,2017-04-06 09:18:21,8,0.0374988,4.22,2449016.5,0.3754149624309116,1.635851582288549,0.8896105188295931,314.0284621236152,764.2127418550201,1.021728421981146,168.3892874697885,2.249974742595951,2449010.103738684718,3.013106099110762,0.4710730144673459,J2000,3092113,2017-07-29 19:26:24.400886,2017-07-29 19:26:24.400886
34,13,2017-04-06 09:18:21,7,0.1986,3.324,2458000.5,0.5128388511826294,2.407270036052233,5.288552843313498,316.1920682452879,1364.22386319554,1.172728436276839,144.3080019734037,3.641811635827628,2458528.136781020626,220.7638773283949,0.2638863090671503,J2000,3005864,2017-07-29 19:26:24.423961,2017-07-29 19:26:24.423961
35,12,2017-04-06 09:18:20,8,0.0252891,4.587,2449076.5,0.2890171342100115,1.426466972566696,20.45750637078046,187.3885465298481,622.2874006735209,1.014193576110238,343.4542980575966,1.838740369023153,2449059.060704203901,10.08882146705944,0.5785108289358918,J2000,3092115,2017-07-29 19:26:24.453545,2017-07-29 19:26:24.453545
36,13,2017-04-06 09:18:20,6,0.0687616,3.666,2458000.5,0.5087773533207807,1.989035491193691,9.421126630951822,201.1335761117651,1024.618576894469,0.9770592783230658,306.791064510831,3.001011704064316,2458262.809242637496,267.8375802674671,0.351350256688815,J2000,3005871,2017-07-29 19:26:24.492084,2017-07-29 19:26:24.492084
37,12,2017-04-06 09:18:20,9,0.00484466,3.654,2449104.5,0.5138461348260945,2.00061037932295,8.02344627272389,37.0669658482111,1033.575493120923,0.9726044686148856,151.7051538585082,3.028616290031015,2449081.722841985999,7.933408773345432,0.3483054720202059,J2000,3092117,2017-07-29 19:26:24.52364,2017-07-29 19:26:24.52364
38,12,2017-04-06 09:18:19,7,0.00248754,3.644,2458000.5,0.5242244290895908,2.009820745820511,4.651670846771544,26.82301857791947,1040.721230249102,0.9562236127703378,330.2219649286573,3.063417878870683,2457656.948826241305,118.8391463134918,0.3459139580671685,J2000,3092118,2017-07-29 19:26:24.56347,2017-07-29 19:26:24.56347
39,12,2017-04-06 09:18:17,8,0.0430943,4.018,2449428.5,0.4184462783087141,1.736997060682933,12.94694384587859,355.8032143122317,836.174756116916,1.010157105206984,153.1971212233784,2.463837016158882,2449404.139193971374,10.48810682952396,0.4305320118389988,J2000,3092122,2017-07-29 19:26:24.597177,2017-07-29 19:26:24.597177
40,12,2017-04-06 09:18:16,8,0.00299328,3.657,2449451.5,0.6008315940265806,1.936697818428041,5.630593694109096,15.39416320569674,984.4444658536413,0.7730685810341199,111.5061117463358,3.100327055821962,2449403.695258597501,17.48164320267328,0.3656884796318431,J2000,3092123,2017-07-29 19:26:24.626036,2017-07-29 19:26:24.626036
41,12,2017-04-06 09:18:16,7,0.000272202,3.647,2458000.5,0.5219745782283891,2.012086968023852,0.4483576400632131,20.06818321060799,1042.481962110677,0.9618287215307636,154.3496994513534,3.06234521451694,2457728.10263272087,94.06690550495657,0.3453297160855623,J2000,3092125,2017-07-29 19:26:24.718539,2017-07-29 19:26:24.718539
42,21,2017-04-06 09:18:15,8,0.0160469,3.426,2449540.5,0.6064326023699564,2.046733831114121,27.59082499454192,104.9863426049182,1069.523863704026,0.8055277075529538,246.1216796254413,3.287939954675289,2449586.093985027359,344.6531384975328,0.3365983800990012,J2000,3005942,2017-07-29 19:26:24.766732,2017-07-29 19:26:24.766732
43,12,2017-04-06 09:18:13,8,0.0389121,3.051,2449597.5,0.6378517847508073,2.477658181753618,26.592173467585,339.6529889970657,1424.493635162369,0.8972794885196326,52.47198672811572,4.058036874987604,2449636.403219009782,350.1683247311069,0.2527213819098363,J2000,3092127,2017-07-29 19:26:24.802854,2017-07-29 19:26:24.802854
44,12,2017-04-06 09:18:13,7,0.261389,3.178,2458000.5,0.5264240657065427,2.63136061333261,7.016850002079619,200.9127153168211,1559.082086336006,1.246149060921996,119.2986754953263,4.016572165743225,2457380.255259512271,143.2176718163257,0.2309050967585901,J2000,3092128,2017-07-29 19:26:24.838207,2017-07-29 19:26:24.838207
45,12,2017-04-06 09:18:13,9,0.258043,3.49,2449637.5,0.4414154948539459,2.246586454199186,5.681360635966526,198.7884965596334,1229.937748549955,1.254908382786681,185.076237209411,3.238264525611692,2449639.559120815319,359.3972999898663,0.2926977405355879,J2000,3092129,2017-07-29 19:26:24.854904,2017-07-29 19:26:24.854904
46,12,2017-04-06 09:18:13,8,0.214908,3.08,2449660.5,0.5700163716259932,2.736500856110077,8.493338420519144,223.7817581702115,1653.452828457993,1.176650567158787,121.3652698045077,4.296351145061368,2449599.393154212242,13.30456128228865,0.2177261992625065,J2000,3092130,2017-07-29 19:26:24.880204,2017-07-29 19:26:24.880204
47,11,2013-08-27 10:46:55,9,0.00282389,4.166,2449657.5,0.4476581539899516,1.64576570954375,3.403922210514557,38.46249627904042,771.1705584662034,0.9090252701094322,313.7080340269017,2.382506148978068,2449621.376254341789,16.86338812366095,0.4668228008029913,J2000,3092131,2017-07-29 19:26:24.915607,2017-07-29 19:26:24.915607
48,9,2017-04-06 09:18:12,9,0.000621935,3.622,2449695.5,0.5533825176386291,2.006955973147092,5.624152834789569,77.14905951728721,1038.496877352094,0.8963416239370692,42.00337083985745,3.117570322357115,2449726.951058224749,349.0973375001581,0.346654869986619,J2000,3092133,2017-07-29 19:26:24.974037,2017-07-29 19:26:24.974037
49,12,2017-04-06 09:18:12,8,0.118541,3.173,2449751.5,0.549578098300351,2.43852840399724,24.71453769621841,131.1999702591209,1390.881577362989,1.098366601077047,349.5694348355665,3.778690206917434,2449738.388408613994,3.393655488565221,0.2588286492963218,J2000,3092134,2017-07-29 19:26:25.008397,2017-07-29 19:26:25.008397
50,12,2017-04-06 09:18:11,9,0.00138299,3.451,2449754.5,0.7752173940701759,1.941511819511771,2.602907643500741,135.676041436076,988.1172591288436,0.4364180862334102,252.2100167765024,3.446605552790131,2449706.19568198326,17.59867498049533,0.3643292298298562,J2000,3092135,2017-07-29 19:26:25.05284,2017-07-29 19:26:25.05284
51,12,2017-04-06 09:18:11,9,0.0498883,2.981,2449776.5,0.6518370137542245,2.773411188603458,3.500205176129294,172.4991534752217,1687.018409271568,0.9655991215116255,284.035975525906,4.58122325569529,2449721.53172452125,11.72991300130177,0.2133942332943736,J2000,3092136,2017-07-29 19:26:25.074909,2017-07-29 19:26:25.074909
52,12,2017-04-06 09:18:10,6,0.153443,3.919,2458000.5,0.3733697883152536,1.849325834357271,1.964938787735996,184.9149274772105,918.5833765866315,1.158843439057367,36.96604113106179,2.539808229657175,2458111.044210384997,316.6768605300948,0.3919078106308932,J2000,3007932,2017-07-29 19:26:25.12387,2017-07-29 19:26:25.12387
53,12,2017-04-06 09:18:09,5,0.129853,4.595,2458000.5,0.2198871253362188,1.459871844766394,3.988617887270081,45.29649787634697,644.2738821288887,1.138864821461429,209.038509017215,1.780878868071359,2458253.661577674973,218.5412656154236,0.5587685765104181,J2000,3006207,2017-07-29 19:26:25.14493,2017-07-29 19:26:25.14493
54,12,2017-04-06 09:18:09,7,0.0160979,3.529,2458000.5,0.5214277181936986,2.122843357556793,8.70355409528943,247.6284900667881,1129.731792470221,1.015933989543304,17.6058959677801,3.229752725570281,2457798.834449445143,64.26268489886925,0.3186597052498985,J2000,3007950,2017-07-29 19:26:25.166877,2017-07-29 19:26:25.166877
55,13,2017-04-06 09:18:09,9,0.0508804,4.11,2449904.5,0.3902395371753264,1.685104025523935,12.78566454037149,276.2101157328225,798.9847699638399,1.027509810511195,33.71767762979477,2.342698240536675,2449931.293002066728,347.9278290317616,0.4505717925215179,J2000,3092139,2017-07-29 19:26:25.194427,2017-07-29 19:26:25.194427
56,16,2017-04-06 09:18:09,7,0.109745,3.571,2458000.5,0.4750655952612375,2.118848026745076,6.826340695146483,357.859208241878,1126.543949281646,1.112256227651328,341.5826593640938,3.125439825838824,2457854.503690058742,46.65479017695463,0.319561434091904,J2000,3092141,2017-07-29 19:26:25.219792,2017-07-29 19:26:25.219792
57,8,2017-04-06 09:18:08,7,0.0522942,3.211,2458000.5,0.5780812461633987,2.500443338872703,2.820929843414226,187.6106949232671,1444.188736114725,1.054983937576202,148.2988333201493,3.945902740169205,2458620.322628315939,205.4937775002752,0.2492748980777275,J2000,3008064,2017-07-29 19:26:25.258394,2017-07-29 19:26:25.258394
58,12,2017-04-06 09:18:07,7,0.00314818,4.649,2458000.5,0.4124597131257796,1.400625855190278,8.979980709698333,204.059374289898,605.454672921082,0.8229241167619461,112.5154284373191,1.97832759361861,2457830.340497099007,101.1758993432397,0.5945944694144334,J2000,3008028,2017-07-29 19:26:25.299962,2017-07-29 19:26:25.299962
59,12,2017-04-06 09:18:07,9,0.404397,3.988,2450014.5,0.3260279339378647,1.720100562527697,27.648437091567,33.24839113556171,824.0037415323961,1.159299729961433,272.677945470292,2.28090139509396,2449902.777522706229,48.81056941678496,0.436891220093867,J2000,3092142,2017-07-29 19:26:25.315036,2017-07-29 19:26:25.315036
60,12,2017-04-06 09:18:06,8,0.0231667,3.765,2450099.5,0.4955199164428823,1.916266735910177,5.462479052438222,118.0231302904036,968.9076125949106,0.9667184030496911,323.8357620427234,2.865815068770662,2450070.066354054859,10.9361433458784,0.3715524528038897,J2000,3092143,2017-07-29 19:26:25.339593,2017-07-29 19:26:25.339593
61,12,2017-04-06 09:18:06,9,0.0326632,4.849,2450105.5,0.8322147274751157,1.202433889055899,11.99181147834666,297.1072938512531,481.6041699042312,0.2017506977684005,327.8866413021353,2.203117080343397,2450156.067286403417,322.2008607009153,0.7475018334487996,J2000,3008375,2017-07-29 19:26:25.405586,2017-07-29 19:26:25.405586
62,13,2017-04-06 09:18:05,8,0.0247658,4.545,2450164.5,0.398751214499961,1.455118168066537,2.698883026018024,12.47108401797542,641.1295905154959,0.8748880313090469,93.69006032021539,2.035348304824027,2450100.317116665243,36.039263110496,0.5615089450333192,J2000,3092146,2017-07-29 19:26:25.439854,2017-07-29 19:26:25.439854
63,12,2017-04-06 09:18:05,5,0.292432,3.534,2458000.5,0.4131042489395973,2.202052598915085,8.621512804022792,202.9792627024354,1193.548192841826,1.29237531391478,25.11268376464804,3.111729883915389,2458573.926412874091,187.0421673186429,0.3016216707117991,J2000,3009014,2017-07-29 19:26:25.469545,2017-07-29 19:26:25.469545
64,12,2017-04-06 09:18:04,6,0.198052,3.108,2458000.5,0.5348125262370662,2.569708540381935,24.24621715760155,56.49763198555472,1504.610986645593,1.195396224207308,197.6823419053736,3.944020856556562,2457755.128276161257,58.70874356625601,0.2392645030477882,J2000,3009067,2017-07-29 19:26:25.492262,2017-07-29 19:26:25.492262
65,9,2017-04-06 09:18:04,8,0.025332,3.275,2450262.5,0.5731855305089012,2.406385228654657,3.499680765427284,263.0932146215893,1363.471788589755,1.027080034759454,28.20993780252967,3.785690422549861,2450275.145913139191,356.6610759619622,0.2640318655748277,J2000,3009117,2017-07-29 19:26:25.520149,2017-07-29 19:26:25.520149
66,12,2017-04-06 09:18:03,9,0.012335,3.6,2450363.5,0.7190250695432581,1.86181899539046,14.50841013064071,5.012661158398722,927.9073445493648,0.5231244627528755,258.8055087896815,3.200513528028043,2450304.285203647679,22.97355098227857,0.3879697710279821,J2000,3092151,2017-07-29 19:26:25.541792,2017-07-29 19:26:25.541792
67,13,2017-04-06 10:06:05,9,0.0436726,4.182,2450401.5,0.3625339507812559,1.606876358665579,24.28214064169936,49.12500365167804,743.998600584397,1.024329123941548,15.30264363850654,2.189423593389609,2450413.742953077443,354.075979303701,0.483871877873462,J2000,3092155,2017-07-29 19:26:25.564508,2017-07-29 19:26:25.564508
68,12,2017-04-06 09:18:01,8,0.187291,2.813,2450519.5,0.6361058224019879,3.245387999245263,6.954335239778239,178.7432126010625,2135.494050021091,1.180977796971813,352.8859987577055,5.309798201518714,2450522.380053416901,359.5144827352368,0.1685792568686597,J2000,3092157,2017-07-29 19:26:25.586491,2017-07-29 19:26:25.586491
69,15,2017-04-06 09:17:59,7,0.0143462,3.488,2458000.5,0.5991558757163149,2.10289938823364,5.265477855925226,55.35032414030388,1113.848614221206,0.8429348637332106,226.5532066782812,3.36286391273407,2458405.751544175768,229.0211990744525,0.3232037059647546,J2000,3010077,2017-07-29 19:26:25.617119,2017-07-29 19:26:25.617119
70,12,2017-04-06 09:17:59,8,0.176759,3.174,2450628.5,0.7267457879427779,1.931583846734179,54.97865649754966,86.46376179963173,980.5478102721706,0.527813422061806,65.75328882362007,3.335354271406551,2450556.385919613359,26.47608680293187,0.3671417102038858,J2000,3092160,2017-07-29 19:26:25.640141,2017-07-29 19:26:25.640141
71,12,2017-04-06 09:17:58,8,0.00805568,3.588,2450731.5,0.595231278210401,2.007659669279551,3.796608719147418,14.1820532211867,1039.043115262269,0.8126378381228128,66.85571520199653,3.202681500436289,2450777.631631737087,344.0166522626355,0.3464726292028132,J2000,3010396,2017-07-29 19:26:25.661506,2017-07-29 19:26:25.661506
72,13,2017-04-06 09:17:58,8,0.00125091,3.111,2450734.5,0.6236189551183976,2.592316383123555,0.250869666596131,17.9076947106608,1524.510548447483,0.9756987489437398,321.5242028262194,4.20893401730337,2450700.019271214234,8.142326319432071,0.2361413637751563,J2000,3092161,2017-07-29 19:26:25.683148,2017-07-29 19:26:25.683148
73,22,2017-04-06 09:17:58,7,0.0180789,4.572,2458000.5,0.3121324458350451,1.459102819632971,2.264297950713655,213.9832558833774,643.7648673601345,1.003669487816121,200.3450899660904,1.914536151449821,2457845.817206534315,86.50022464878428,0.5592103860470675,J2000,3010734,2017-07-29 19:26:25.731964,2017-07-29 19:26:25.731964
74,13,2017-04-06 09:17:58,8,0.102338,2.983,2450754.5,0.6113370739495506,2.817525845273636,12.6763828317303,38.82385610323636,1727.429331869488,1.095067839246817,358.8045951992647,4.539983851300455,2450752.054460903554,0.5096556243882723,0.2084021576792346,J2000,3092162,2017-07-29 19:26:25.757012,2017-07-29 19:26:25.757012
75,13,2017-04-06 09:17:58,8,0.00105179,3.259,2450752.5,0.6184544970612726,2.363781433024853,3.284909366874422,212.8890138139989,1327.423195992208,0.9018901757006931,138.081114917739,3.825672690349013,2450717.310534227023,9.543458119851996,0.2712021313827586,J2000,3092163,2017-07-29 19:26:25.797383,2017-07-29 19:26:25.797383
76,13,2017-04-06 09:17:57,8,0.0818401,3.887,2450756.5,0.4013047640621201,1.748717422635951,30.9280379318637,219.5594769011091,844.652131471439,1.046948789933712,154.4455716615414,2.45048605533819,2450730.09467755226,11.25423796021976,0.4262109649482048,J2000,3092164,2017-07-29 19:26:25.824612,2017-07-29 19:26:25.824612
77,12,2017-04-06 09:17:56,9,0.0479946,4.11,2450764.5,0.5630234561122184,1.606311601810702,18.48378455613737,51.99366335982481,743.6064035873769,0.7019204921660872,250.526193376884,2.510702711455318,2450679.298151186623,41.24852263891452,0.4841270842521711,J2000,3092166,2017-07-29 19:26:25.848336,2017-07-29 19:26:25.848336
78,12,2017-04-06 09:17:55,7,0.0161409,3.829,2458000.5,0.4770652101187525,1.870312665375318,6.323820788015232,72.63818489296381,934.2642895688291,0.9780515606802779,24.77800819619866,2.762573770070358,2458282.007406986788,251.5267685528104,0.3853299371702872,J2000,3007642,2017-07-29 19:26:25.868993,2017-07-29 19:26:25.868993
79,12,2017-04-06 09:17:55,9,0.166033,3.902,2450814.5,0.3322881721841053,1.715367788135972,36.690619621157,270.1212610454317,820.6052715980451,1.145371361192778,190.5938216684551,2.285364215079166,2450820.230145402198,357.4861819486316,0.4387005695185661,J2000,3092169,2017-07-29 19:26:25.891318,2017-07-29 19:26:25.891318
80,39,2017-04-06 09:17:55,6,0.023967,3.563,2458000.5,0.6071199263785638,2.021447376512396,3.282331715103121,122.0358781052718,1049.764995014072,0.7941863941060492,90.44995441278566,3.248708358918743,2458267.984490713353,268.2705013844397,0.3429338963576074,J2000,3011167,2017-07-29 19:26:25.927008,2017-07-29 19:26:25.927008
81,13,2017-04-06 09:17:54,7,0.00740285,3.219,2458000.5,0.5974999452373421,2.4581604653355,1.416100101508182,123.3481506499837,1407.711865632511,0.9894097219129394,353.3957819641766,3.926911208758061,2457878.800930631387,31.12260828533644,0.2557341518452324,J2000,3007925,2017-07-29 19:26:25.996883,2017-07-29 19:26:25.996883
82,13,2017-04-06 09:17:54,7,0.016371,4.13,2458000.5,0.4889756094791248,1.640072866384752,12.24658635147389,129.9756886397919,767.1727041453258,0.8381172369540927,62.07907139136963,2.442028495815412,2457794.691457975686,96.57678737579,0.469255485831004,J2000,3007053,2017-07-29 19:26:26.02593,2017-07-29 19:26:26.02593
